transaction_date,owner,ticker,asset_type,type,amount,senator,basis,SPY basis
05/18/2016,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,10,204
06/07/2016,Child,SBUX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,55,211
05/17/2016,Self,VFC,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,57,205
05/18/2016,Self,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,47,204
05/18/2016,Self,DEO,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,107,204
05/18/2016,Self,CERN,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,53,204
05/24/2016,Self,REGN,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,397,207
05/24/2016,Self,CMCSA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,31,207
05/24/2016,Self,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,116,207
05/24/2016,Self,TWTR,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,14,207
06/07/2016,Self,IBM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,153,211
05/23/2016,Self,PRGO,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,93,205
05/25/2016,Self,BABA,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,76,208
05/17/2016,Self,PG,Stock,Sale (Partial),"$50,001 - $100,000",James M Inhofe,81,205
05/12/2016,Self,CLR,Stock,Sale (Partial),"$50,001 - $100,000",James M Inhofe,40,206
05/18/2016,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",26,204
05/16/2016,Joint,NKE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",57,205
05/16/2016,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",55,205
05/11/2016,Joint,SYY.SG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",43,207
05/05/2016,Joint,WBA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",81,205
05/05/2016,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",56,205
05/05/2016,Joint,FE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",33,205
05/05/2016,Joint,COST,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",148,205
05/05/2016,Joint,HON,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",108,205
05/02/2016,Joint,WPZ,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,207
04/26/2016,Self,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,44,208
04/12/2016,Spouse,AMZN,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,599,205
04/12/2016,Spouse,GOOGL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,759,205
04/12/2016,Spouse,AMGN,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,157,205
04/12/2016,Spouse,TJX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,37,205
05/04/2016,Spouse,GE,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,232,205
04/19/2016,Child,AMZN,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,630,209
04/19/2016,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,9,209
04/19/2016,Child,VMW,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,51,209
04/19/2016,Child,WBA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,81,209
04/19/2016,Child,DIS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,102,209
04/26/2016,Joint,AAPL,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,26,208
04/12/2016,Child,STT,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,57,205
04/12/2016,Self,UA,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,40,205
04/26/2016,Self,NVDA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,9,208
04/26/2016,Self,AAPL,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,26,208
04/26/2016,Self,LRCX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,80,208
04/22/2016,Self,VLO,Stock,Purchase,"$100,001 - $250,000",John Hoeven,60,208
04/22/2016,Self,MCD,Stock,Purchase,"$50,001 - $100,000",John Hoeven,126,208
04/28/2016,Self,RNWK,Stock,Sale (Partial),"$1,001 - $15,000",Maria Cantwell,4,208
04/19/2016,Spouse,VFC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,60,209
04/19/2016,Spouse,MMM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,169,209
04/19/2016,Spouse,PAYX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,53,209
04/19/2016,Spouse,NEE,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,29,209
04/19/2016,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,56,209
04/19/2016,Spouse,MDT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,77,209
04/19/2016,Spouse,LOW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,76,209
04/19/2016,Spouse,JNJ,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,112,209
04/19/2016,Spouse,SJM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,129,209
04/19/2016,Spouse,ITW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,105,209
04/19/2016,Spouse,GD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,136,209
04/19/2016,Spouse,CLX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,126,209
04/19/2016,Spouse,CB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,122,209
04/19/2016,Spouse,BDX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,158,209
04/19/2016,Spouse,ABT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,43,209
04/11/2016,Spouse,DD,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,72,204
03/31/2016,Spouse,TM,Stock,Sale (Full),"$15,001 - $50,000",William Cassidy,106,205
03/31/2016,Spouse,RDS-B,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,49,205
03/31/2016,Spouse,SLB,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,74,205
03/31/2016,Spouse,OXY,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,68,205
03/31/2016,Spouse,F,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,13,205
03/31/2016,Spouse,XOM,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,84,205
03/31/2016,Spouse,CMI,Stock,Sale (Full),"$15,001 - $50,000",William Cassidy,109,205
03/31/2016,Spouse,CVX,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,95,205
03/31/2016,Spouse,CAT,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,76,205
03/31/2016,Spouse,AMT,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,102,205
03/31/2016,Spouse,T,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,39,205
03/29/2016,Spouse,YACKX,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,21,203
03/31/2016,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",William Cassidy,68,205
03/31/2016,Spouse,VFC,Stock,Purchase,"$1,001 - $15,000",William Cassidy,61,205
03/31/2016,Spouse,SO,Stock,Purchase,"$1,001 - $15,000",William Cassidy,51,205
03/31/2016,Spouse,QCOM,Stock,Purchase,"$1,001 - $15,000",William Cassidy,51,205
03/31/2016,Spouse,PG,Stock,Purchase,"$1,001 - $15,000",William Cassidy,82,205
03/31/2016,Spouse,NVS,Stock,Purchase,"$1,001 - $15,000",William Cassidy,65,205
03/31/2016,Spouse,NSC,Stock,Purchase,"$1,001 - $15,000",William Cassidy,83,205
03/31/2016,Spouse,LOW,Stock,Purchase,"$1,001 - $15,000",William Cassidy,75,205
03/31/2016,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",William Cassidy,55,205
03/31/2016,Spouse,JNJ,Stock,Purchase,"$1,001 - $15,000",William Cassidy,108,205
03/31/2016,Spouse,EMR,Stock,Purchase,"$1,001 - $15,000",William Cassidy,54,205
03/31/2016,Spouse,DIS,Stock,Purchase,"$1,001 - $15,000",William Cassidy,99,205
03/31/2016,Spouse,CSCO,Stock,Purchase,"$1,001 - $15,000",William Cassidy,28,205
03/31/2016,Spouse,BLK,Stock,Purchase,"$1,001 - $15,000",William Cassidy,341,205
03/31/2016,Spouse,ABT,Stock,Purchase,"$1,001 - $15,000",William Cassidy,41,205
03/31/2016,Spouse,AFL,Stock,Purchase,"$1,001 - $15,000",William Cassidy,31,205
04/27/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,208
04/26/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",26,208
04/22/2016,Joint,MPLX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",32,208
04/22/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",21,208
04/21/2016,Joint,PAA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,209
04/20/2016,Joint,TRGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",37,210
04/20/2016,Joint,TRGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",37,210
04/18/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,208
04/15/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,207
04/14/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,208
04/14/2016,Joint,GM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,208
04/14/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,208
04/12/2016,Joint,EPD,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",24,205
04/11/2016,Joint,KO,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",46,204
04/07/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",12,204
03/31/2016,Joint,KN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,205
03/30/2016,Joint,MMP,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",68,206
03/30/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,206
04/28/2016,Spouse,FB,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,118,208
04/20/2016,Spouse,ZNGA,Stock,Sale (Partial),"$1,001 - $15,000",Pat Roberts,2,210
06/16/2015,Spouse,GM,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,35,209
04/21/2016,Self,SYF,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,30,209
04/13/2016,Self,C,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,43,207
03/24/2016,Self,RRC,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,30,202
03/24/2016,Self,NFX,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,31,202
03/09/2016,Spouse,SRCL,Stock,Purchase,"$15,001 - $50,000",Susan M Collins,114,199
03/22/2016,Spouse,AAPL,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,26,204
03/24/2016,Joint,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,42,202
03/24/2016,Joint,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,112,202
03/24/2016,Joint,MET,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,37,202
03/01/2016,Child,V,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,73,196
03/01/2016,Child,CVS,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,98,196
03/01/2016,Child,HOT,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,69,196
03/01/2016,Child,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,38,196
03/24/2016,Self,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,42,202
03/24/2016,Self,HD,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,130,202
03/24/2016,Self,CSCO,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,27,202
03/24/2016,Self,LRCX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,78,202
03/28/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,203
03/22/2016,Joint,QCOM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",51,204
03/22/2016,Joint,HAL,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",36,204
03/22/2016,Joint,MA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",91,204
03/21/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,204
03/18/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,204
03/15/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,201
03/14/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,202
03/11/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,201
03/10/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,199
03/08/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,198
03/07/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,200
03/07/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,200
03/04/2016,Joint,BAC,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",13,200
02/25/2016,Joint,GS,Stock,Sale (Partial),"$50,001 - $100,000",Rafael E Cruz,147,194
02/25/2016,Joint,OKE,Stock,Sale (Partial),"$15,001 - $50,000",Rafael E Cruz,21,194
03/07/2016,Self,IVZ,Stock,Purchase,"$50,001 - $100,000",John Hoeven,28,200
03/07/2016,Self,PRU,Stock,Purchase,"$50,001 - $100,000",John Hoeven,71,200
03/07/2016,Self,FB,Stock,Purchase,"$50,001 - $100,000",John Hoeven,106,200
03/07/2016,Self,GOOG,Stock,Purchase,"$15,001 - $50,000",John Hoeven,699,200
03/11/2016,Self,CTSH,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,56,201
03/04/2016,Self,SWN,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,7,200
02/24/2016,Self,SYF,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,27,191
03/03/2016,Self,NCR,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,24,199
02/10/2016,Self,KEY,Stock,Sale (Full),"$1,001 - $15,000",Michael  B Enzi,10,186
02/29/2016,Joint,FDX,Stock,Purchase,"$1,001 - $15,000",John F Reed,137,194
02/29/2016,Self,FDX,Stock,Purchase,"$1,001 - $15,000",John F Reed,137,194
02/09/2016,Spouse,EMC,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,10063,184
02/09/2016,Self,ADP,Stock,Purchase,"$50,001 - $100,000",John Hoeven,80,184
02/26/2016,Joint,GM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,195
02/25/2016,Joint,WFC,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",47,194
02/25/2016,Joint,MA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",86,194
02/25/2016,Joint,AXP,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",54,194
02/25/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,194
02/23/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,193
02/22/2016,Joint,ETP,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",18,194
02/22/2016,Joint,ETP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,194
02/22/2016,Joint,GE,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",224,194
02/19/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",222,191
02/19/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",222,191
02/17/2016,Joint,EPD,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",22,192
02/17/2016,Joint,SYY,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",44,192
02/17/2016,Joint,MOS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,192
02/17/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",20,192
02/17/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",20,192
02/16/2016,Joint,CHRW,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",70,188
02/16/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,188
02/16/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,188
02/12/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",50,185
02/12/2016,Joint,KN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",10,185
02/12/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,185
02/12/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",50,185
02/12/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",214,185
02/11/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,182
02/11/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",27,182
02/11/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,182
02/11/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,182
02/10/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,186
02/10/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,186
02/10/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",27,186
02/09/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",19,184
02/09/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",49,184
02/08/2016,Joint,WMB,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",12,185
02/08/2016,Joint,WMB,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",12,185
02/05/2016,Joint,ORCL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",35,189
02/05/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",27,189
02/04/2016,Joint,PKI,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",46,191
02/03/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,190
02/03/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",52,190
02/02/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,190
02/01/2016,Joint,EPD,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,193
02/01/2016,Joint,PKI,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",48,193
02/01/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,193
02/01/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,193
02/09/2016,Spouse,COP,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,33,184
02/09/2016,Spouse,SLB,Stock,Purchase,"$1,001 - $15,000",William Cassidy,68,184
01/28/2016,Joint,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,107,189
01/20/2016,Joint,CP,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,20,184
01/20/2016,Joint,CAT,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,58,184
02/12/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,11,185
02/12/2016,Joint,NWL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,34,185
02/16/2016,Joint,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,102,188
01/26/2016,Spouse,TWTR,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,16,189
02/01/2016,Self,TWTR,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,17,193
01/20/2016,Self,JPM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,55,184
01/20/2016,Self,CP,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,20,184
01/20/2016,Self,IONS,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,40,184
01/19/2016,Spouse,CB,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",110,188
01/26/2016,Self,WPC,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,57,189
01/26/2016,Self,NUE,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,36,189
02/11/2016,Joint,SPY,Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,182,182
12/30/2015,Joint,EEM,Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,32,206
01/29/2016,Joint,TBF,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,23,191
01/29/2016,Self,TBF,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,23,191
01/25/2016,Spouse,COP,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,35,188
01/21/2016,Spouse,NKE,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,59,186
01/21/2016,Spouse,CB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,109,186
01/28/2016,Self,MRK,Stock,Purchase,"$50,001 - $100,000",John Hoeven,47,189
01/28/2016,Self,AAPL,Stock,Purchase,"$50,001 - $100,000",John Hoeven,23,189
02/03/2016,Self,MCD,Stock,Purchase,"$50,001 - $100,000",John Hoeven,122,190
01/28/2016,Self,GILD,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,88,189
01/08/2016,Self,CLR,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,21,193
01/29/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,191
01/29/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",45,191
01/29/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",45,191
01/29/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",22,191
01/28/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,189
01/28/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,189
01/28/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,189
01/27/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,189
01/27/2016,Joint,AAPL,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",23,189
01/27/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",51,189
01/27/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,189
01/27/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,189
01/27/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,189
01/27/2016,Joint,AAPL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,189
01/27/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",51,189
01/25/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,188
01/22/2016,Joint,MSFT,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",51,189
01/22/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,189
01/21/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",218,186
01/21/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",218,186
01/20/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,184
01/20/2016,Joint,PG,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",75,184
01/20/2016,Joint,MO,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",57,184
01/20/2016,Joint,WMB,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",15,184
01/20/2016,Joint,NKE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",58,184
01/20/2016,Joint,V,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",70,184
01/20/2016,Joint,KHC,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",70,184
01/20/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,184
01/15/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",43,187
01/14/2016,Joint,GE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",220,190
01/14/2016,Joint,PFE,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,190
01/13/2016,Joint,KN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",11,191
01/13/2016,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",22,191
